Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
FORMOSA,Pirané,OTROS,Sin Datos,,,,,,,,,,,,,,35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Palo Santo,34056030,,,,1,,,,34,,,65,,,247,,,69,,,14,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Pirané,34056040,103,,,3,,,,,,,,,,174,,,32,,1,980,,,,,,64,,,,,,,71,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Villa Kilómetro 213,34056050,,,,,,,,,,,,,,112,,,9,,2,2,,,,,,36,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,El Potrillo,34063010,,,,,5,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,El Quebracho,34063030,,,,,10,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,General Mosconi,34063020,,,,3,5,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,OTROS,Sin Datos,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Cochinoca,Abra Pampa,38007020,,,,2,1,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Cochinoca,La Redonda,38007055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Cochinoca,Puesto del Marquéz,38007060,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.550,,,,,,,,,,,,,,,,,,,,,,,,,20.973,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,,,,,,,,,,,,,,6,,,,,,15,,,,,,43,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,León,38021030,0,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,,,,2,1,,,306,,,,,,624,,,422,,,2.019,,,,,,2.737,,,22.758,,,,223,,,,1.483,,,,,,11,,,,,56,,,,,,,,,,,,,,11.892,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Aguas Calientes,38014010,0,,,,,,,,,,6,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,El Carmen,38014040,,,,1,1,,,,,,,,,172,,,1,,252,101,,,,,,604,,,,,,,83,,,,3,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Manantiales,38014060,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Monterrico,38014070,,,,,1,,,,,,,,,334,,,,,448,10,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Pampa Blanca,38014080,0,,,,1,,,,,,,,,84,,,,,112,5,,,,,,119,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Perico,38014090,,,,,1,,,,,,2,,,469,,,,,723,10,,,,,,626,,,,,,,78,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Puesto Viejo,38014100,,,,,1,,,,,,,,,28,,,,,37,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,El Aguilar,38028020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Humahuaca,38028040,0,,,1,1,,,,,,,,,5,,,194,,,135,,,,,,171,,,,,,,3,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Tres Cruces,38028050,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,,,,,,,,,,,,,,,,,,,5,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Caimancito,38035030,0,,,,1,,,2,,,,,,26,,,,,8,14,,,,,,164,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Calilegua,38035040,,,,,1,,,,,,58,,,20,,,,,466,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Chalicán,38035050,,,,,,,,30,,,19,,,4,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Fraile Pintado,38035060,,,,,1,,,124,,,10,,,13,,,,,10,65,,,,,,482,,,,,,,71,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,0,,,3,,,,376,,,637,,,452,,,,,2.054,,,,,,,3.456,,,,,,,,,,,150,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Yuto,38035110,0,,,,,,,,,,34,,,88,,,,,49,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,OTROS,OTROS,Sin Datos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Carahunco,38042010,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Centro Forestal,38042020,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,0,,,1,2,,,,,,,,,,,,2.408,,,293,,,,168,,84,,,,,,,9,,,,7.329,,,,,,10,,,,,,,,,,,,,,,,,,,2.713,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Coyaguaima,38049007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Lagunillas de Farallón,38049010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Liviara,38049020,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Loma Blanca,38049025,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Nuevo Pirquitas,38049030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Orosmayo,38049035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
